,summonerId,summonerName,leaguePoints,rank,region,championId,mainChampion,championType
485,At7YXRjVcx37Osb9ci9SlQSt3FpGQ2N6uqEQgkTpcHeaYsU,Whole Lot,1063,I,EUW1,64,LeeSin,Fighter
486,eDHDude8phXm0wQBNYlISEjZvMNaK5sFnVPSujypMC9qIRcg_F2nHxbkVg,GPUQSXMH,1057,I,EUW1,234,Viego,Assassin
487,RbWD5Rd-Z2arkxSUcJTF96U6aS_29xwzUqPt8nN1_cnVlekFyr1DKtEatA,twitter 2pixo,1057,I,EUW1,4,TwistedFate,Mage
488,V9njvACRTm-73wm4k5fTcAyKuvPJ0KCjwVSS-buMzfT9zgEREfXW2sBOkg,RaiderGO,1054,I,EUW1,64,LeeSin,Fighter
489,f7TJXsuC7B_eSrsQVHqY3xTJwla2eY_EHrPEEAFdO_HcGwI,Fat Nuguri,1051,I,EUW1,24,Jax,Fighter
490,rQGB2chEjcp6dxjLwFG5SHex0qdFnbJJf9T4j_t_gU6_awbrPwZr8uUpHQ,RGE Malrang,1051,I,EUW1,64,LeeSin,Fighter
491,Pt7EAkSyGChno8SvMVZgYqUIaswkiXHuw7OjZve4_nPCc1AOJqNTk-v7ag,ysInFAMOUSL9HAHA,1049,I,EUW1,40,Janna,Support
492,yIpZcrfijtsDQiuzbylBT9JwUp3p6DjT53PeUZCs3pObd6w,Mutant Grzegorz ,1048,I,EUW1,429,Kalista,Marksman
493,-wTtukSrRyf3D9x_aPBS3jsLDLcZnC787R4FlxV-qfArwMs,Uzi Trainee,1048,I,EUW1,145,Kaisa,Marksman
494,FmCilYCheNGOqnJfylbC_tfmbVNCRiZnA4Nu3IElw1PVJnEL,Emily Blunt,1048,I,EUW1,81,Ezreal,Marksman
495,3iPR0yIIBbXnuRE9ZnXTEPDB2QqD3-sD460nMrGs5RDSDSg,ACD,1047,I,EUW1,41,Gangplank,Fighter
496,-XAv_-o8ld4NtjcTIRncUp0T4cybE07_KfdQ_ZSvgsC8xXowlLiPNNgfyQ,viego in head,1047,I,EUW1,234,Viego,Assassin
497,C4xPeraEaTEM0RH4XsQ1jtDS4pwnfvl0FcA_m7hmxaGahBE,KC Rekkles,1045,I,EUW1,202,Jhin,Marksman
498,K0nIbKyBBAq66pW8o2zQ8C1TyjBQ4PDrbzssrIfgPw7jAk0pj1YtFa3MBw,bunny peki,1042,I,EUW1,40,Janna,Support
499,vWjBKpJs1jEhXjbcRimKFgoLT5W2UpC2PfhsdTluLGNc5thk,Bojji,1039,I,EUW1,39,Irelia,Fighter
500,m3lield17zA3DViYB6hMF_ua7GAE8-OVFIx4YyvdxGXfQmM,Targamas,1038,I,EUW1,555,Pyke,Support
501,oq-jLtd8pzDy-43vUpIwi5VbWbgmFikAYBjF3VxMeEgBuF8,stevest4r,1037,I,EUW1,7,Leblanc,Assassin
502,p6wH38uYUHpu2gZJa82nqj_3Almz47UFrmAW69zUJN-krMs,Rulfchen,1036,I,EUW1,121,Khazix,Assassin
503,ttzR8kRgyrxoIRq6Bw1cwme-vrXQeCBG5U6fvV4E-V3TG4z2L2bF5UMYWQ,Naak Nako2,1033,I,EUW1,39,Irelia,Fighter
504,lrb_9Gl7ELUGY_aa_6pscz_B8RNnmoTi3Aec1ejI8wbsLb0,LordKebaB7000,1032,I,EUW1,92,Riven,Fighter
505,UGTpn5ia8ccI2vybHdi3qHsJoWxyFKHweoIx5mVBfFyvNh4,LorLor,1028,I,EUW1,43,Karma,Mage
506,3ZQRNYMKgfDWwm5kNxVlMYSXYd2_pgcsDWcKGMG3UMVCrqyc,7Gun7,1027,I,EUW1,131,Diana,Fighter
507,kVt5YLlrtaENkm2HVcyeeAb4FjbeQJzZaPyu_9JXashO97TQ,Ox Caliste ,1027,I,EUW1,145,Kaisa,Marksman
508,MkdGqJOr0KzCgj9IQ1_ZqLvQWCzH-Ni0m602TLa5M2p5ePg,wewewewe123,1026,I,EUW1,76,Nidalee,Assassin
509,3PE0G7TGoxxr9i7qjHjKZYjyWGctDWGSP5DhG6g398qQ5VB5,Modified ,1025,I,EUW1,67,Vayne,Marksman
510,DNwdsFN4kobesGoQFT4FCQ6mWsCIlSxoJWmWgC2OevVsf54,DB Coοper,1025,I,EUW1,81,Ezreal,Marksman
511,z9eIOjP5YF-H5RMHxK-V_GzduKYwYBROhU-1TcT1YhE12BgD6Wh0eshzFg,eIramir,1022,I,EUW1,234,Viego,Assassin
512,jR38VgeAOdoHe2mWum45Ig8_USaLT-H1cCWEGkc3nIevKZM,LiL TommyG,1019,I,EUW1,432,Bard,Support
513,-pDGy7uP8PTSixLDrQ13nwfLgGPgPX5ccrW1BcUG55gRMB0,EL BARDOOOO,1019,I,EUW1,432,Bard,Support
514,9cYnwTe_oaeEm_dswMcyBHc_-3tWciCY8qpYyLGid5AVqsY,Ι GET ME OUT Ι,1016,I,EUW1,119,Draven,Marksman
515,PTdrGiLvBryx3WGb_b0B68NF7McXERhPo7wGUtTTNF56GBs,William4,1015,I,EUW1,103,Ahri,Mage
516,2mUFa7c_IEm5-H7XN3_kLoOHXqWuh71OJP6R-VGOf9QfOJ2XaEjbRhZMLg,Ducky x,1014,I,EUW1,40,Janna,Support
517,Ayws3j8hWwGT6bRfqvbAipYMTjsk41z-cZYr6oLOPD-CI9E,Kenal,1014,I,EUW1,145,Kaisa,Marksman
518,jFcrWO_oZoLYDti7Ybt_4onC-hXd9VcSRw-1e16OvGmn2JBK,bob kong,1013,I,EUW1,236,Lucian,Marksman
519,YqaeJWnEtvRu4kD2Qwtd1fToLuMHQyHpoIn7MWdViwqnY7cA,pt4,1012,I,EUW1,24,Jax,Fighter
520,YqaeJWnEtvRu4kD2Qwtd1fToLuMHQyHpoIn7MWdViwqnY7cA,pt4,1012,I,EUW1,24,Jax,Fighter
521,YqaeJWnEtvRu4kD2Qwtd1fToLuMHQyHpoIn7MWdViwqnY7cA,pt4,1012,I,EUW1,24,Jax,Fighter
522,YqaeJWnEtvRu4kD2Qwtd1fToLuMHQyHpoIn7MWdViwqnY7cA,pt4,1012,I,EUW1,24,Jax,Fighter
523,ChjeM2yaCcElQrTUFsC3xO8PcD7LE8kE3IJ2KtdD4hCGEjUC7Z6VR3CLPw,DIA LUKA1,1012,I,EUW1,107,Rengar,Assassin
524,Ahyns02JHdM7mmg_JV7HgUwbj-yikIE8PCs0HPqqsaoev26kmg3_gJ8eOA,Badlulu00,1012,I,EUW1,84,Akali,Assassin
525,XD45pE2rBcBuEHYwLayb7l4OOHveM12RBA9M6nlZGKDDN44,twitchtvSend0o,1010,I,EUW1,164,Camille,Fighter
526,_0MW9XVN1RrEo0LygJkJaVaFCRsv66Nm4brxG15GfcrH0qHT,FakeRookie1,1010,I,EUW1,517,Sylas,Mage
527,KnwGVdzqU52LkUMRIKhSkWASBhNPMC1WQsC8w5yZQfMdtf4,Beanovich,1008,I,EUW1,81,Ezreal,Marksman
528,q3eW_QLMQoTgL99_vEXMEmfj3uOkB9iPFigBH4ole3Gtrl8,PSOFO PRODOTH,1008,I,EUW1,43,Karma,Mage
529,r18weWzqSh_MG1Ava-9H_oL7k1qGEGGJmgFESe-7DFHlv_uG7ouRSTM53Q,FERRETTT,1007,I,EUW1,64,LeeSin,Fighter
530,9KwtDamaCsGrtS5ZS-gPYbYddGchZaeow_e8_ijEWR6RrGM,let me sit carry,1007,I,EUW1,350,Yuumi,Support
531,-FJUz9Nnm543AYJ-5QCpYHLgrH28maG2ULq4obNvC6VKcOY,MIHAIWALRUS666,1007,I,EUW1,119,Draven,Marksman
532,ZbYK6iSxWHXuHttPcEVrrh6esRs-1GpJmpEElTiEB0-JBuw,TTV Potent213,1006,I,EUW1,114,Fiora,Fighter
533,HfEif43IoGS1_8GuULlOZ-f1QxXibxCM0sJZasbahOjz-VDZxI1iv-mfxg,fiercefox15,1005,I,EUW1,245,Ekko,Assassin
534,Gw-9vk4raBgD7NNtkrYXLkCu43xRiBHUBh43qP_y918RNrzMIky9Oe4gZA,BestCzechJungler,1004,I,EUW1,234,Viego,Assassin
535,7OMFN51UYAMH17soBiQjMLHBKO4fjW6mMDGORnUegvdEODA,ayekasia,1003,I,EUW1,201,Braum,Support
536,m9QfVYvLuCBZrCWEOKjqMQ_MS3sUD0KkSZzUs3I11kebFZ4,LDLC Eika,1002,I,EUW1,7,Leblanc,Assassin
537,eLhwYd1_kFYdJKgsowiBnBxClZ0LqZHUqoQ2bQsHpdlUIAY,Photic1,1001,I,EUW1,64,LeeSin,Fighter
538,3RjMaBlKqAIPYRZSB3-CuxfbZsAzIr7zD9ZYTQp0NBNLdUA,el tiburón,1000,I,EUW1,412,Thresh,Support
539,pPsYRjpg0PKRj_Vsot5zZPbt4DX9E4RAoGwrEqIh9zeii4ke,Road2Narnia,997,I,EUW1,112,Viktor,Mage
540,HRIwN-VPVKlEb24b9NdK7tkNaMPhTq9_BOb92pkehDTaVS4,LΣNNY,996,I,EUW1,429,Kalista,Marksman
541,PREkRoC5ZYlQdYVZXiurfWo1MmY68NVQYBZ6yOm3Qleffi_MocL6QGn4ww,one sip please,995,I,EUW1,164,Camille,Fighter
542,GGGdrlwMzM7M7sHy81CQ_EOMlmJtZJRrZ0vY-XS1n8QWNc4,flo int acc,994,I,EUW1,76,Nidalee,Assassin
543,XQzD2D-P8Aa9ZWWr3s4ycDyJ1ReK7gR-gV0D9zeQ_tC3G5INZXRDzUuf4Q,Retnyam,993,I,EUW1,887,Gwen,Fighter
544,Zink_lSldiAPJjSVDt0YU1P7uAR96IzSXVl6f0qDfwtCESI,I wont respond,992,I,EUW1,412,Thresh,Support
545,tjzLKGvmEbkoQkyjFIqaEE3NoQS4tEqzHdCAgO6JoWz4Jt0-,demοns in head,992,I,EUW1,64,LeeSin,Fighter
546,etmeecTY-7ZjxF8ywpwUjTibVD67rxMzffdmUtP59YPyJko,1keduii1,991,I,EUW1,81,Ezreal,Marksman
547,88Sk3fSq7O4SJADLTZWQZwP4FsNbQ5vwAjT7YuOGbSreBgo,Dzukill,989,I,EUW1,157,Yasuo,Fighter
548,Sc_w72FmZnhK_JNY7yme0iXNjNjN4ZUxGzLilskAtx9a9vo,MoonFaced,989,I,EUW1,101,Xerath,Mage
549,VB9Ky2f3Ofxdbn8Xn75QZpZ6U6BHY6jufYLbKsB8MlLPYYo,TheDisconnect,989,I,EUW1,26,Zilean,Support
550,BYemarHTzp0uALjv7vHoL6Eyqn8pU-vdTWwyt9auALS6oYY,THR ZWYRØØ,988,I,EUW1,7,Leblanc,Assassin
551,6fGZi-WVF8hZpexTLBBhhVpfBkw-34gOSFoP6sa3y5ES90k6rmGkmsq8vQ,dakjshdkp,988,I,EUW1,13,Ryze,Mage
552,Rry8WlQR7ovYkVHMVLU-K2yl-tA6yqlUIbrkMI9GatEAdGrS,Pusi Puu,985,I,EUW1,107,Rengar,Assassin
553,Ji59kSB8eyZXKJgJtWzA6cnUfwGftgtnA203uiEnL4L-Dj6V,SLY Myrtus,984,I,EUW1,111,Nautilus,Tank
554,z-TDBsoHK-EvwGmo6dWuSjoi_6xSeX95Nv-99M2UrXhxJKU,Stend7,983,I,EUW1,412,Thresh,Support
555,hmYF_K-cuhAG_hzJRxu2CTRNVrcjhIhses83uWQUEskHaKaXDsg4xlW0iQ,Chance4Win,983,I,EUW1,222,Jinx,Marksman
556,fmApBKeXBDUBXqqvjqEWk0oer_2dyGCkc6Aw38zFGhMNW99x,FαkeTaxi,982,I,EUW1,104,Graves,Marksman
557,F4QazIzAQj3kkTH-r0o_kvCwOay1Q1j7kDBFq96rAKpoADM,FUN k3y,982,I,EUW1,236,Lucian,Marksman
558,v8ZuXACMiKAzsL4ME-99hEbaQcuDv0HQKOz0IQ3lIA8fTrJ6,Jeyrus,982,I,EUW1,236,Lucian,Marksman
559,eoqJBFBXHaEB0eHuDrYJ8c_VSNaGB5MCUHfI8D_vkmJUqxY,milfhunterr,980,I,EUW1,432,Bard,Support
560,UkddsPdbpWWUBmadCdnWtel41g6-44gyZBRLpxB0ODWZhZA3cyv-93czZw,ITS MORBIN TIMEE,979,I,EUW1,166,Akshan,Marksman
561,1g_-KSm8xPXJatR10-3NlooM2NGh4vyPJs42Jcijxn24pZM,K wie Kaymin,979,I,EUW1,101,Xerath,Mage
562,4pUAt9niO_seyslTQgPVH10KQGiv9oQOWFjCOylqvUAUpSVMzQ0w724J7A,AttackFight,978,I,EUW1,121,Khazix,Assassin
563,iIAukXdAbTR1IcnTUdw9UG5L1S5LhRMP3Ec-_mG3skJAWkQe,Kalista,978,I,EUW1,429,Kalista,Marksman
564,_y_UxkPL_Z6-rQXBOkylJ_6uTVBvU0CHOiF2e1pRGEvW4RC8,dont talk to me9,977,I,EUW1,120,Hecarim,Fighter
565,VmfET6_4c5sQHilTpOdhsfFTQvHCj8HuSxOAdwtahDVQaRE57bRbeK506Q,europa life kiko,977,I,EUW1,127,Lissandra,Mage
566,ivYyTtJh1Zanim8BrDiwGKXXC8hONQ_Vr-SZtvWapwbdoBE,Facen,974,I,EUW1,157,Yasuo,Fighter
567,pbiZgdxroQ_72XciRcGL2WkPE6eQ6LS-5x5nXtbzH6FQT-Q,Skude V2,973,I,EUW1,76,Nidalee,Assassin
568,31K6QpTEd3EIvVt64OwhpGtbyaYkbl33N53MRxHMB9eXEMxs,424PHL,971,I,EUW1,84,Akali,Assassin
569,Hy7cX9STyBl1LGW8b13-U5yxLgDL_0dKDmK-dJrWQ2PkGls,Filou la malice,971,I,EUW1,51,Caitlyn,Marksman
570,qyFo0AdtUroudgeosbyKBY_kU-GRUCNuKhBGNQIaLVdth2dgDe_zShYflg,A Potent Fiora,966,I,EUW1,114,Fiora,Fighter
571,CaEaZZbx9dreunbKQgQn9pJHbRnbcGaG_rmfwK4EcicX_7Y,jaunutis,965,I,EUW1,121,Khazix,Assassin
572,u0coebkTfUrN4QGdJYPc937HRsIfqkqfVjNhET5NE3a6slo,Orion070422,965,I,EUW1,236,Lucian,Marksman
573,GUNrzx-1uMmC3ODZ96qet5Q9_xid7XOsuC5KrtAYYqmYMJ0,Fking To4st Man,964,I,EUW1,497,Rakan,Support
574,pdxp6VyeqGXOmEGxKgehQjBuqmpRn9VV6FwVPabebdwDzWeV,Peng Mid,962,I,EUW1,142,Zoe,Mage
575,tOBRKf5kySnIN2pyUd9FEcWCZCjCITM260qryjHjzppa7C4,forgive mê,962,I,EUW1,523,Aphelios,Marksman
576,01pxynJyZiGI1DYR6MoOAN608aUkd-JmiiARuZf9PNM_h6RV,jirqji421amsdk,960,I,EUW1,121,Khazix,Assassin
577,63ITTxsqZJJBHvTdsdR3y89gqVko9I8qzRAvvBgnM3I6k14,Nash2,960,I,EUW1,497,Rakan,Support
578,ESle1AY5Cu8x-qYVreZ3Ylqcm_Czc-veWpmhOi5UQvsp4Hw,QKing X,960,I,EUW1,92,Riven,Fighter
579,TBxAKk7e6T_4XQjf0dsLJ2bu65bvPxvwM-MmnkUzOey8kp0,BlauBarschBube,959,I,EUW1,67,Vayne,Marksman
580,-3N0ar4OkwYHZ_0q3f-xlBI_u4lfVBmMXcYVPj_qnP_jknfug-de5JTCNw,Nubobo,957,I,EUW1,497,Rakan,Support
581,Fmjuoa0bvyMLp_Z4TiqZKeHHcZfHfMHES-WuX8quEPsvSlU,Luroxx,957,I,EUW1,64,LeeSin,Fighter
582,P_LLaDtLQN1e9cTkGaOeeifL2OaleHENFYMayydK97DYltAr,zhypey,957,I,EUW1,119,Draven,Marksman
583,StthHpS9ZHpUXwA7PMKEYZkO18G9WR2gg_dpx8_GEpmB1-s,Lumerion,956,I,EUW1,23,Tryndamere,Fighter
584,nzh5fOL0ubYU_RrGPycfQlN4uKBAjnL47VTK2KprU16M7r4,Odysseus131,956,I,EUW1,163,Taliyah,Mage
585,Q_nUuopb0F-rQEyvyC__uWHNPsU3AzqIrMM8mIJQXCbNyiQ,Practice,955,I,EUW1,236,Lucian,Marksman
586,o35bufTqN65kFOWNhK1asxI27va2uOjrFtPldLY2o2QzUGw,GOREDRINKER HAHA,955,I,EUW1,111,Nautilus,Tank
587,JVGGjoKdYmJS_Gz_O5B6mPecmKy5oqFSKtoFbSJhGmVqPq0,NΕVERMIND,953,I,EUW1,41,Gangplank,Fighter
588,vALV3F8Pw9cE7FNZP8zkRLpuDqWlCo6-WOgSJrXdeOZQjzoKlj6eD9dGzQ,Prowlers Kayn,951,I,EUW1,67,Vayne,Marksman
589,nob0xt2n9noH0Jld2nDpR2uYxiQ96PM6LmNBx-tZ4nMtBqY1UWxOPp1Ssg,BROHAN,950,I,EUW1,157,Yasuo,Fighter
590,peBAmPIBZJhaCqJiM7BRpgaQRFwvcTlxDg-zXZGPPIZ0Z6xpnnhZIV0HSw,shimawaru7,944,I,EUW1,268,Azir,Mage
591,8U3EwC7HGeN6v6sTNEv6mz58Yv0FgZAQk-1cdP14YthoF03t,vMs1A0OG,943,I,EUW1,142,Zoe,Mage
592,PdfQX6RHgsv-0g18wlRehNg7YND0Qb5V_WfXC0O5J7ERq57PVgobJZBr_g,V PERKZ,940,I,EUW1,517,Sylas,Mage
593,qpEv9foG-UODpOmHRN-V7-1CwmeADtj5yBHRScPfrPQyAEOO,Joinze PXXL,940,I,EUW1,76,Nidalee,Assassin
594,hfIuqXABjzKizeotMskVDFCqoGXtF9UP3CSzYvraWF99Bls,MetroArcher,939,I,EUW1,51,Caitlyn,Marksman
595,LV2yQo3tSKNLg_qQs9JcSmJcYSRroLHaw-N2TlKwNRAGTDY,VININE Autophil,937,I,EUW1,64,LeeSin,Fighter
596,Rju1yMuYfXh2RP34WqJldu4D-2GEbK6fW8cdHWPWCptj-6uVnksS5X86tQ,INTOXICATED48,936,I,EUW1,29,Twitch,Marksman
597,dWeLQ2byigb0Dqnrg6hXKtNLOyDxlOiZsf5bb3THJPtfA2CupBvorye2AQ,NO LOVE GO GYM,935,I,EUW1,236,Lucian,Marksman
598,aRBRcOAD5iynHRn4Y9RjeP_kgjakX0YWYoeGTkhpJvhChW0,Chattington,935,I,EUW1,64,LeeSin,Fighter
599,gnduDR1Lnu6Ywzz6S3cvxUR-7noGGrwBd8656Q4kvNeeIa4,Albetrayber,934,I,EUW1,64,LeeSin,Fighter
600,pBswkQzQXIIFOsg8F8jLVTENkSnd92PGsGwqqVpefRmjxzE,hi im relative,933,I,EUW1,92,Riven,Fighter
601,kKdcjmP3QvI5agHHoFFlnqVb1k3m6FG_PuyQKQkohOC4mdk,HMPeiWan Áir,931,I,EUW1,157,Yasuo,Fighter
602,aTVQASBJqE7gdSxpqXlYiv30Vc5Zrty-ATZPGOgttkBd-gQ,Thebigestnoob1,927,I,EUW1,18,Tristana,Marksman
603,tAXeLA-X1HATEeaAXmyN2jo3QtZ30_mjb7kBTSb-q1spFeo,Mid Lurk3r,927,I,EUW1,163,Taliyah,Mage
604,9VkaC8zSDdhXuOMss-5mgpZxbbprvFeyMZaNU5u3_ya7KH0_,LFT Strey,919,I,EUW1,86,Garen,Fighter
605,oEYQzCdGLWZ6Ld3naOnHMlwNbx3NqOyIF3r4Ra1sbxG2kX0,EFFET PAPILLON7,916,I,EUW1,81,Ezreal,Marksman
606,45KY539odNGdIF0vDGV1HRdVpCcu6s0yGdYY9xox8OcGi6TlLCBccFzKSA,CR1PPLED IRL,915,I,EUW1,888,Renata,Support
607,uWFxJnxYt7FyTh9iMDgMVM2DSLw7akWqrwypSmteRi2T0Vo,Shαwn Frost,913,I,EUW1,64,LeeSin,Fighter
608,yp8rXx2lf6QxA6MLBtzIQvsdsEbsuwqZsIEZW-FMSZ-f76Q,El Hookeru,912,I,EUW1,64,LeeSin,Fighter
609,blxSQq-Un-m5kJhpiuV2ykTsib0-Uln37MiEKusIONGar0s,darkchri99,911,I,EUW1,99,Lux,Mage
610,qzs8mHt4laUk9KNRq8YiEeicQRfu-o5aGe2gTVpxkpoi1Cs3,Mountain Wolf,911,I,EUW1,121,Khazix,Assassin
611,7vx7UgYxuItgMCwpdsKn-DOrJbAP2rsZ7cAtcZRmn2WMBtY,Aleykxar,910,I,EUW1,236,Lucian,Marksman
612,J1tHdezwrYsX66cED6rrZdRdiZ-fOJnEv88bdnjI8CbqXIc,buff tοp,908,I,EUW1,24,Jax,Fighter
613,2Cc09_4LO220wK-tpXMpR-lRAW7oB1TwLOGuoNm1TBXBtZg,THE CHREAK,908,I,EUW1,142,Zoe,Mage
614,5QQ4UrgZg9yX8w62Kn2JPvUdgMadITY2_ITlPk01ICKUJBJmzSbizprYtw,ŁPL Top,908,I,EUW1,126,Jayce,Fighter
615,OnR3T7sjzuPxiBFJvECOWe_9NhZIJxJ1GQksx8OaewpU36Z-,Sertuss,908,I,EUW1,7,Leblanc,Assassin
616,OnR3T7sjzuPxiBFJvECOWe_9NhZIJxJ1GQksx8OaewpU36Z-,Sertuss,908,I,EUW1,7,Leblanc,Assassin
617,y9oeqnGpjCU97G5iyPn8WjDybpLgLk-nonQHNvHVxytQcai_xVJpNPLb2g,Shywa,906,I,EUW1,350,Yuumi,Support
618,y9oeqnGpjCU97G5iyPn8WjDybpLgLk-nonQHNvHVxytQcai_xVJpNPLb2g,Shywa,906,I,EUW1,350,Yuumi,Support
619,-_pWOPVhcJ0HsogSQ_XZjWKjuXoVogEBVjIx_NQ7JqN9B1Y,Whiteakitout,905,I,EUW1,77,Udyr,Fighter
620,-_pWOPVhcJ0HsogSQ_XZjWKjuXoVogEBVjIx_NQ7JqN9B1Y,Whiteakitout,905,I,EUW1,77,Udyr,Fighter
621,-sQeolvWmL37I1T0JBGuQibI2ULjLbZyO_5oxH6yPGGojPQ,hand pet big dog,905,I,EUW1,8,Vladimir,Mage
622,1kC2cxTHxAdwoeJKRhakH_LIuVO_LbfIfiYSEj1ypNZ5DmFso80nxLmRaQ,V222,905,I,EUW1,245,Ekko,Assassin
623,UbeKS68AEoDhHoNkR2re-LroSZqz-W-MnmvgPFXiyS6L4q8,frenzγ,904,I,EUW1,79,Gragas,Fighter
624,LlF-GVmHcpm-rm57bM-SxNziQBkPuE4LaFLFp3msil0MMZsJ,zamulek,904,I,EUW1,81,Ezreal,Marksman
625,BnBvM5ICZewTI3ObwCiwk7kxKTOUFzD_HvZt3ltWYD0qZxXXs4bd2GzSQQ,Ryunoa Zoro,902,I,EUW1,157,Yasuo,Fighter
626,HbJNqn0uV7lEYjUY1iWnPv4bJn0RFF_HTLV7H_zi0l1VruoI,TwTv  Splash 1v9,899,I,EUW1,28,Evelynn,Assassin
627,5NHgdpEbvcwLtXGpcHDYvIBMGsYTbLbXwMRg33AZz0yGmdg,Roi DEMON,899,I,EUW1,421,RekSai,Fighter
628,zmnrZ3FiHQsgurhExhOc0p9wYN3aprmFXirUFRDd8YcV6xc,Engage,898,I,EUW1,154,Zac,Tank
629,uqN-eLxyd95YJZw0rBXzilgas95-MQIIcD-vTUmCPqakHw0,Churchill Downs,897,I,EUW1,64,LeeSin,Fighter
630,7rjpN2UiipiplQki2DMhogOTboFy2nXEnSXeoXNBsaYFic8,GOREDRINKED,897,I,EUW1,111,Nautilus,Tank
631,6zq30MZ95MnA8SD_aGu7m3GDhs4F0Y1-yavn4VZ-PLDG0pb3PHBUM0uZJw,MBS1,897,I,EUW1,81,Ezreal,Marksman
632,fZRBjZrAnwc8vC36w6cQ5VgNcRQ4xiVhaVNZoS7k_6EuyPys,chenzelot,896,I,EUW1,23,Tryndamere,Fighter
633,3Y5n0Uim302UkrViVT-F8SYUhG4BZ56mPbSLDp4fC8S4Td4,Tazaku,896,I,EUW1,81,Ezreal,Marksman
634,wN0r7mmEUZZOZJuxdowZh371GxsJUxlzf3Qpew2xIvkIJ9A,Apelka,896,I,EUW1,236,Lucian,Marksman
635,atidF3wjXRFOZ9ZT1ZYg5a-1DPYlsKFp3oiJJT_Q9gKV3Hc,ruth adwg,896,I,EUW1,81,Ezreal,Marksman
636,Vsf2ZFAzQVDoVXrf7U3UkKwbPlHlDOfjmdvuT4xp2RPGt2o,Furuy,895,I,EUW1,7,Leblanc,Assassin
637,GURwR9kIQE-K_3ybWP938Pk9LnfCW9wBF1JcSxyVws-jRRYG,Cboi1,893,I,EUW1,64,LeeSin,Fighter
638,uPlj3WhlWnKuwhgY4d_oghQ6fQtsNFhnD53T9YShnQFuPKFz,hayna,891,I,EUW1,37,Sona,Support
639,0YmjHZqD1jtM3v1gEJRwL0o0dbdygXj6QEhgbbD4iKJcfdP_jGUQrDWb8A,Best Sivir EUW,887,I,EUW1,15,Sivir,Marksman
640,y-nUkvLDzIylIpsgpQRQQq_bd9jEPgx_01qr85uI2r8YRzU,TTV White Lotus,886,I,EUW1,43,Karma,Mage
641,vrcXeYqDc94FUY2myDgsH2P0irrnkATN8HHnm0u5M52ozeA,Maςaquiñø,886,I,EUW1,55,Katarina,Assassin
642,O7DOzAGazJcO6gqgRNCbzbDofN9KlW7ADhjuf1GfaGBG5Kc,MAD PISQY,885,I,EUW1,13,Ryze,Mage
643,lqjzRPrFaT8t5jg_IlOubK9iOFKQmCnTRJxnrOf_e_fi4_k,blonde mina,884,I,EUW1,40,Janna,Support
644,al0oR2NdoxWVRCFrjgwNtSmNcX1E68gAvuaLEV8GHBjGTnVa,VIking 105 kg,884,I,EUW1,421,RekSai,Fighter
645,dVQeaY-OqAEcRg0_OsZia3lnaHx0ciFsZ6fzK9YwrznFlZk,MTP Misanthiel,883,I,EUW1,122,Darius,Fighter
646,EQLjsbZD4lrtzI6QSDnfEeiVoNo0sfQsCzzLbrDka-As2LC4,   iLevi,883,I,EUW1,497,Rakan,Support
647,BoQdLlsltORxknN1v7JgvwyptAMqlSLpZM-xbQLesTBxwe4,Darkdengel,882,I,EUW1,412,Thresh,Support
648,pj9yS0U109dyD8X4dyPTZQgFYAzEQVoZIWLJrUVRzmZfxZ0,Quixeth,882,I,EUW1,412,Thresh,Support
649,p4DsVd-jQV_rmisBgSqD-LAgGarMhCZf_8j30olfsbi2iN4,ΚΙΤE MACHINΕ,882,I,EUW1,26,Zilean,Support
650,deca0J1JqJR-9Uiax9cbUZdamni_woBxGELb0v2yfH6SFVoU,Ł354,882,I,EUW1,84,Akali,Assassin
651,L_oG6TA9vMB3vMbXcGClMgIjR__sqnuxojzQSE1d6_M-Kmw,Paolocannone,881,I,EUW1,53,Blitzcrank,Tank
652,I5vzP91ysP1PhU-Lj1cPW2jOfm4xmVoPnDM3Lx5S_KjnB0ndZpkNYiKhUg,RocketRiderRon,880,I,EUW1,166,Akshan,Marksman
653,YV_RnJDHjKb1hqAGrwjeDd_46Y7hJEE-Dqm2-lh2ZSYo_OFY,HOT TUB BO0BA,878,I,EUW1,43,Karma,Mage
654,HD2fAp2O0_fJBnl-29QQRGJwezo7UECYCXa6u_gOos6IVR0,invicta23,877,I,EUW1,39,Irelia,Fighter
655,Tv0EhCOMvbJ668hRZwNhlKq5Zob56GenawIDJANyYXQbdvM,violets kitten,877,I,EUW1,8,Vladimir,Mage
656,eSgC00KBc-XXPBHA2dl6bX96yT4K8kfKkt23RiqxpygNf5s,Kikis,877,I,EUW1,64,LeeSin,Fighter
657,TX9w7GnU_26BfZNU9gZifNxOek498S8jA7thCnBJiiwlYIM,Stormaxx,877,I,EUW1,64,LeeSin,Fighter
658,t4ztkHW9cLe7ZAC6J3CiGwUExf8AvJs7M8yjVCJXNm5JP3o,SeaI,877,I,EUW1,84,Akali,Assassin
659,4QdupXeolVxd6-lYIzJ_fSkKhXLz3-amXBUTbxFoc_Zo3EB6,Bandicoot,876,I,EUW1,81,Ezreal,Marksman
660,uWvywo5TkUHRLNIizBGEWfVuone_IW0SCn-thM5j680Zl6o,Kinguin Fan,876,I,EUW1,23,Tryndamere,Fighter
661,dezAXaSI2Ta6fjgNaBfKLW_uoR56oq1zLkYanixRpuAWoD0,huge performanz ,875,I,EUW1,13,Ryze,Mage
